Neighbourhood,Neighbourhood Number,Question Type,Characteristic,Year,Value,Ward
Belle Rive,2050,Persons in private households,Persons not in census families - Living with non-relatives only,2021,105,tastawiyiniwak Ward
Belle Rive,2050,Household type,One-census-family households without additional persons,2021,855,tastawiyiniwak Ward
Belle Rive,2050,Household type,Couple-family households,2021,755,tastawiyiniwak Ward
Belle Rive,2050,Household type,Couple-family households with children,2021,470,tastawiyiniwak Ward
Belle Rive,2050,Household type,Couple-family households without children,2021,285,tastawiyiniwak Ward
Belle Rive,2050,Household type,One-parent-family households,2021,105,tastawiyiniwak Ward
Belle Rive,2050,Household type,Multigenerational households,2021,80,tastawiyiniwak Ward
Belle Rive,2050,Household type,Multiple-census-family households,2021,15,tastawiyiniwak Ward
Belle Rive,2050,Household type,One-census-family households with additional persons,2021,65,tastawiyiniwak Ward
Belle Rive,2050,Household type,Two-or-more-person non-census-family households,2021,55,tastawiyiniwak Ward
Belle Rive,2050,Household type,One-person households,2021,165,tastawiyiniwak Ward
Bellevue,2060,Household size,1 person,2021,190,Métis Ward
Bellevue,2060,Household size,2 persons,2021,180,Métis Ward
Bellevue,2060,Household size,3 persons,2021,60,Métis Ward
Bellevue,2060,Household size,4 persons,2021,50,Métis Ward
Bellevue,2060,Household size,5 or more persons,2021,10,Métis Ward
Bellevue,2060,Household size,Average household size,2021,2,Métis Ward
Bellevue,2060,Number of persons in private households,Number of persons in private households,2021,1010,Métis Ward
Bellevue,2060,Marital status,Married or living common-law,2021,475,Métis Ward
Bellevue,2060,Marital status,Married,2021,340,Métis Ward
Bellevue,2060,Marital status,Living common-law,2021,135,Métis Ward
Bellevue,2060,Marital status,Living common law - Never married,2021,105,Métis Ward
Bellevue,2060,Marital status,Living common law - Separated,2021,5,Métis Ward
Bellevue,2060,Marital status,Living common law - Divorced,2021,30,Métis Ward
Bellevue,2060,Marital status,Living common law - Widowed,2021,5,Métis Ward
Bellevue,2060,Marital status,Not married and not living common-law,2021,420,Métis Ward
Bellevue,2060,Marital status,Not married and not living common law - Never married,2021,295,Métis Ward
Bellevue,2060,Marital status,Not married and not living common law - Separated,2021,15,Métis Ward
Bellevue,2060,Marital status,Not married and not living common law - Divorced,2021,80,Métis Ward
Bellevue,2060,Marital status,Not married and not living common law - Widowed,2021,25,Métis Ward
Bellevue,2060,Family size,2 persons,2021,170,Métis Ward
Bellevue,2060,Family size,3 persons,2021,55,Métis Ward
Bellevue,2060,Family size,4 persons,2021,40,Métis Ward
Bellevue,2060,Family size,5 or more persons,2021,5,Métis Ward
Bellevue,2060,Family size,Average size of census families,2021,3,Métis Ward
Bellevue,2060,Family size,Average number of children in census families with children,2021,2,Métis Ward
Bellevue,2060,Census families in private households,Total couple families,2021,230,Métis Ward
Bellevue,2060,Census families in private households,Married couples,2021,165,Métis Ward
Bellevue,2060,Census families in private households,Married couples with children,2021,80,Métis Ward
Bellevue,2060,Census families in private households,Married couples without children,2021,85,Métis Ward
Bellevue,2060,Census families in private households,Common-law couples,2021,70,Métis Ward
Bellevue,2060,Census families in private households,Common-law couples with children,2021,10,Métis Ward
Bellevue,2060,Census families in private households,Common-law couples without children,2021,60,Métis Ward
Bellevue,2060,Census families in private households,Total one-parent families,2021,40,Métis Ward
Bellevue,2060,Census families in private households,One-parent families in which the parent is a woman+,2021,35,Métis Ward
Bellevue,2060,Census families in private households,One-parent families in which the parent is a man+,2021,5,Métis Ward
Bellevue,2060,Persons in private households,Married spouses or common-law partners,2021,465,Métis Ward
Bellevue,2060,Persons in private households,Parents in one-parent families,2021,40,Métis Ward
Bellevue,2060,Persons in private households,Children,2021,205,Métis Ward
Bellevue,2060,Persons in private households,Children in a two-parent family,2021,145,Métis Ward
Bellevue,2060,Persons in private households,Children in a one-parent family,2021,55,Métis Ward
Bellevue,2060,Persons in private households,Persons not in census families,2021,295,Métis Ward
Bellevue,2060,Persons in private households,Persons not in census families - Living alone,2021,190,Métis Ward
Bellevue,2060,Persons in private households,Persons not in census families - Living with other relatives,2021,35,Métis Ward
Bellevue,2060,Persons in private households,Persons not in census families - Living with non-relatives only,2021,75,Métis Ward
Fraser,2280,Family size,4 persons,2021,215,Dene Ward
Bellevue,2060,Household type,One-census-family households without additional persons,2021,250,Métis Ward
Bellevue,2060,Household type,Couple-family households,2021,215,Métis Ward
Bellevue,2060,Household type,Couple-family households with children,2021,80,Métis Ward
Bellevue,2060,Household type,Couple-family households without children,2021,135,Métis Ward
Bellevue,2060,Household type,One-parent-family households,2021,35,Métis Ward
Bellevue,2060,Household type,Multigenerational households,2021,0,Métis Ward
Bellevue,2060,Household type,Multiple-census-family households,2021,0,Métis Ward
Bellevue,2060,Household type,One-census-family households with additional persons,2021,15,Métis Ward
Bellevue,2060,Household type,Two-or-more-person non-census-family households,2021,35,Métis Ward
Bellevue,2060,Household type,One-person households,2021,190,Métis Ward
Belmead,4040,Household size,1 person,2021,320,Nakota Isga Ward
Belmead,4040,Household size,2 persons,2021,535,Nakota Isga Ward
Belmead,4040,Household size,3 persons,2021,275,Nakota Isga Ward
Belmead,4040,Household size,4 persons,2021,290,Nakota Isga Ward
Belmead,4040,Household size,5 or more persons,2021,210,Nakota Isga Ward
Belmead,4040,Household size,Average household size,2021,3,Nakota Isga Ward
Belmead,4040,Number of persons in private households,Number of persons in private households,2021,4575,Nakota Isga Ward
Belmead,4040,Marital status,Married or living common-law,2021,2000,Nakota Isga Ward
Belmead,4040,Marital status,Married,2021,1725,Nakota Isga Ward
Belmead,4040,Marital status,Living common-law,2021,275,Nakota Isga Ward
Belmead,4040,Marital status,Living common law - Never married,2021,195,Nakota Isga Ward
Belmead,4040,Marital status,Living common law - Separated,2021,15,Nakota Isga Ward
Belmead,4040,Marital status,Living common law - Divorced,2021,55,Nakota Isga Ward
Belmead,4040,Marital status,Living common law - Widowed,2021,10,Nakota Isga Ward
Belmead,4040,Marital status,Not married and not living common-law,2021,1710,Nakota Isga Ward
Belmead,4040,Marital status,Not married and not living common law - Never married,2021,1205,Nakota Isga Ward
Belmead,4040,Marital status,Not married and not living common law - Separated,2021,105,Nakota Isga Ward
Belmead,4040,Marital status,Not married and not living common law - Divorced,2021,235,Nakota Isga Ward
Belmead,4040,Marital status,Not married and not living common law - Widowed,2021,165,Nakota Isga Ward
Belmead,4040,Family size,2 persons,2021,595,Nakota Isga Ward
Belmead,4040,Family size,3 persons,2021,275,Nakota Isga Ward
Belmead,4040,Family size,4 persons,2021,270,Nakota Isga Ward
Belmead,4040,Family size,5 or more persons,2021,145,Nakota Isga Ward
Belmead,4040,Family size,Average size of census families,2021,3,Nakota Isga Ward
Belmead,4040,Family size,Average number of children in census families with children,2021,2,Nakota Isga Ward
Belmead,4040,Census families in private households,Total couple families,2021,975,Nakota Isga Ward
Belmead,4040,Census families in private households,Married couples,2021,840,Nakota Isga Ward
Belmead,4040,Census families in private households,Married couples with children,2021,485,Nakota Isga Ward
Belmead,4040,Census families in private households,Married couples without children,2021,350,Nakota Isga Ward
Belmead,4040,Census families in private households,Common-law couples,2021,140,Nakota Isga Ward
Belmead,4040,Census families in private households,Common-law couples with children,2021,65,Nakota Isga Ward
Belmead,4040,Census families in private households,Common-law couples without children,2021,75,Nakota Isga Ward
Belmead,4040,Census families in private households,Total one-parent families,2021,300,Nakota Isga Ward
Belmead,4040,Census families in private households,One-parent families in which the parent is a woman+,2021,235,Nakota Isga Ward
Belmead,4040,Census families in private households,One-parent families in which the parent is a man+,2021,70,Nakota Isga Ward
Belmead,4040,Persons in private households,Married spouses or common-law partners,2021,1955,Nakota Isga Ward
Belmead,4040,Persons in private households,Parents in one-parent families,2021,300,Nakota Isga Ward
Belmead,4040,Persons in private households,Children,2021,1610,Nakota Isga Ward
Belmead,4040,Persons in private households,Children in a two-parent family,2021,1110,Nakota Isga Ward
Belmead,4040,Persons in private households,Children in a one-parent family,2021,500,Nakota Isga Ward
Belmead,4040,Persons in private households,Persons not in census families,2021,705,Nakota Isga Ward
Belmead,4040,Persons in private households,Persons not in census families - Living alone,2021,325,Nakota Isga Ward
Belmead,4040,Persons in private households,Persons not in census families - Living with other relatives,2021,135,Nakota Isga Ward
Belmead,4040,Persons in private households,Persons not in census families - Living with non-relatives only,2021,245,Nakota Isga Ward
Belmead,4040,Household type,One-census-family households without additional persons,2021,1050,Nakota Isga Ward
Belmead,4040,Household type,Couple-family households,2021,835,Nakota Isga Ward
Belmead,4040,Household type,Couple-family households with children,2021,470,Nakota Isga Ward
Belmead,4040,Household type,Couple-family households without children,2021,365,Nakota Isga Ward
Belmead,4040,Household type,One-parent-family households,2021,220,Nakota Isga Ward
Belmead,4040,Household type,Multigenerational households,2021,65,Nakota Isga Ward
Belmead,4040,Household type,One-census-family households with additional persons,2021,95,Nakota Isga Ward
Belmead,4040,Household type,Two-or-more-person non-census-family households,2021,80,Nakota Isga Ward
Belmead,4040,Household type,One-person households,2021,325,Nakota Isga Ward
Belmont,2070,Household size,1 person,2021,500,Dene Ward
Belmont,2070,Household size,2 persons,2021,650,Dene Ward
Belmont,2070,Household size,3 persons,2021,290,Dene Ward
Belmont,2070,Household size,4 persons,2021,285,Dene Ward
Belmont,2070,Household size,5 or more persons,2021,260,Dene Ward
Belmont,2070,Household size,Average household size,2021,3,Dene Ward
Belmont,2070,Number of persons in private households,Number of persons in private households,2021,5300,Dene Ward
Belmont,2070,Marital status,Married or living common-law,2021,2215,Dene Ward
Belmont,2070,Marital status,Married,2021,1880,Dene Ward
Belmont,2070,Marital status,Living common-law,2021,340,Dene Ward
Belmont,2070,Marital status,Living common law - Never married,2021,240,Dene Ward
Belmont,2070,Marital status,Living common law - Separated,2021,15,Dene Ward
Belmont,2070,Marital status,Living common law - Divorced,2021,80,Dene Ward
Belmont,2070,Marital status,Living common law - Widowed,2021,5,Dene Ward
Belmont,2070,Marital status,Not married and not living common-law,2021,1970,Dene Ward
Belmont,2070,Marital status,Not married and not living common law - Never married,2021,1325,Dene Ward
Belmont,2070,Marital status,Not married and not living common law - Separated,2021,125,Dene Ward
Belmont,2070,Marital status,Not married and not living common law - Divorced,2021,325,Dene Ward
Belmont,2070,Marital status,Not married and not living common law - Widowed,2021,195,Dene Ward
Belmont,2070,Family size,2 persons,2021,690,Dene Ward
Belmont,2070,Family size,3 persons,2021,290,Dene Ward
Belmont,2070,Family size,4 persons,2021,260,Dene Ward
